Site Name,Installed Capacity (MWelec),Turbine Capacity (MW),No. of Turbines,x,y
Fen Farm Solar Park,1.0,,,0.0690355289907057,53.423306297319634
Manor Farm,4.7,,,-4.836359021967595,50.33711548617598
Nanterrow Farm,4.7,,,-5.368193407589212,50.217911973133404
Howton Farm,4.4,,,-4.282001664588036,50.442362841255864
East Langford Farm,5.0,,,-4.427132452047438,50.870144733438465
Trevemper solar farm,1.7,,,-5.069381051214164,50.39488493580555
Chester Energy (East Woolley Farm),5.0,,,-4.48634713918787,50.92351138233334
Chynoweth Farm,2.9,,,-5.081575054570954,50.30448795403234
Carlton Farm Solar farm,5.0,,,1.3987590768860243,52.804784791771404
Wheal Jane,1.4,,,-5.122853543337719,50.237562476742916
Cantelupe Solar Farm,5.0,,,0.06731749813691869,52.172156456027025
Benbole Farm,2.0,,,-4.782592257610554,50.54012514978833
Langage Solar Farm,5.0,,,-4.008882488587129,50.389106959751835
Grange Solar Farm,4.6,,,-0.8145324935418038,53.02823006346623
Ebbsfleet Farm Solar Farm,4.9,,,1.345854566840314,51.315709025520654
Westcott Venture Park Phase 2 & 3,1.3,,,-0.9556995242044585,51.84541194342029
Summerway Drove,2.0,,,-2.965669416650879,51.122697256989134
Puriton Solar Farm,4.6,,,-2.9675205613068183,51.17568215745544
Toyota Solar Farm,4.6,,,-1.5746071319134645,52.87710136961563
Long Sutton Butterfly And Wildlife Park,1.7,,,0.13483298468899185,52.79006575161208
Long Sutton Butterfly And Wildlife Park (extension),1.0,,,0.1358865460183327,52.79037947631131
Springhill Solar Park (Northwick),5.0,,,-1.802446551131671,52.01880263534821
Westmill Farm - PV,5.0,,,-1.6439867475592174,51.618762373686494
Rhosygilwen Solar Farm,1.0,,,-4.621271050094233,52.03525099609732
Llancayo Solar Farm,3.9,,,-2.916496134987626,51.722748669245185
Shacks Barn Solar Farm,5.0,,,-1.0048343598197134,52.10209731030673
Carines Farm Solar Array,1.0,,,-5.111190459334336,50.383284412569225
Trigon Solar Farm,7.0,,,-2.173920453994778,50.71074435430691
Chittering Solar Farm Extension,6.3,,,0.21768727368757906,52.31521469808874
Tredinnick Fields,5.8,,,-4.758253437675245,50.40664981253596
Summercourt Solar Farm (Glebe Farm),1.1,,,-4.957941947641557,50.37341398082743
Higher Trevartha Farm,3.0,,,-4.428147207336305,50.451681427049884
Beechgrove Farm,4.0,,,-2.922650790259427,50.79034260628539
PARK WOOD SOLAR FARM,5.0,,,-2.672832758907826,51.10519002612224
Promens Solar,1.7,,,1.5957265552381064,52.43755703931756
Malmesbury Solar,5.0,,,-2.108894776717437,51.624330751061535
Trefullock Solar Farm,5.0,,,-4.956532623169106,50.366586241746354
Lower Coombe Farm Solar,1.0,,,-2.831079117276213,50.88521353622246
Durrants Farm Solar,4.5,,,-1.3664268812110092,50.709854906875094
Dunsfold Park Solar Farm,2.0,,,-0.544804342715807,51.11928164842142
Alan Bartlett & Sons Solar,1.2,,,0.037938051873801344,52.45114410693586
Tavells Lane Solar Farm,5.3,,,-1.4584875072670156,50.89411175391746
LITTLE TREVEASE SOLAR PARK,5.3,,,-5.1935634673968805,50.14209776635738
Cobbs Cross Solar Park,5.0,,,-3.0370826739105037,51.11238213033555
NOTTINGTON LANE SOLAR FARM,5.0,,,-2.506252563180446,50.64332599680662
RUDGE FARM SOLAR FARM,7.0,,,-1.6067002299351236,51.420378473434575
CRINACOTT SOLAR FARM (Pyworthy),6.7,,,-4.401474760403002,50.7904378983262
Chawton Farm Solar Farm,3.2,,,-1.3019523703407079,50.735007798470484
VENTNOR ROAD SOLAR PARK,4.8,,,-1.2042496039076849,50.64198002482174
ROOKERY FARM SOLAR FARM,5.3,,,-0.3830868291470919,52.31840275514135
Little White Alice Solar Park,1.3,,,-5.225335265213347,50.170726522837235
Park Wall Solar Park,5.0,,,-2.971046535850102,51.11951416576993
Chalcroft Solar Park,6.3,,,-1.3079143973615492,50.949385661809636
Bradford Solar Park,5.3,,,-4.441580371287497,50.780736527444546
Lower Coombe Farm (Bean Field),1.0,,,-2.8378943513964656,50.883150395865975
Ffos Las Racecourse,5.5,,,-4.238657947920284,51.725039127069664
Woodforde Farm,9.0,,,1.0899867123625129,52.69805620973568
Kingston Farm,5.0,,,-2.2441490320166984,51.34659000201306
Spriggs Farm,12.0,,,0.36866539091043804,51.967068578623305
Turves Solar Farm (Resubmission),5.0,,,-0.026144819257656847,52.530303143477056
Rexton Cross,2.0,,,-4.246579432095878,50.675486049012115
Hatchlands Farm,5.2,,,-3.7849660180574887,50.42354693576749
Land At Potash Farm,7.0,,,-0.8640828314984923,52.016677057362266
Twin Elm Solar Farm,1.0,,,-2.7958796443844705,51.357978480726565
Hollamoor Farm (PV),2.0,,,-4.074414613533974,51.050588476498824
Langlands Solar Farm,2.1,,,-3.3609130377579146,50.89731556290326
Langunnett Solar Farm,6.2,,,-4.596042530223056,50.39128738283941
Manston Solar Farm,9.9,,,1.3674717648079302,51.35195099763698
Morrisons roof mounted solar,2.0,,,0.7454408269749682,51.37174760965704
West Farm (Solar),7.7,,,-4.9012241734211655,51.69871596671951
Owls Lodge Farm,5.0,,,-1.3737072051526134,51.184287467567174
Beckley Solar Farm,1.7,,,-1.679837248244577,50.76180202233473
Limberlost Farm,1.5,,,-1.232488680597604,51.381112299914015
Office Field,7.2,,,-1.7036452706502625,50.75690953244829
Sandys Moor Road,2.9,,,-3.3063078072432135,51.03847199297659
Skylark Meadow Solar park,5.0,,,-0.07350591503159888,52.20121925932531
Colpmans Farm,5.0,,,-0.5610876126796405,52.40562485532941
Porvair International Ltd,1.8,,,0.3876542915158055,52.770017041221344
Willsland Solar farm,3.2,,,-4.130025741987355,50.81655982553232
Frying Down Copse Solar Farm,5.0,,,-1.0694330999866926,51.2142252601985
Wilmingham Lane Solar Farm,7.0,,,-1.4854589581745405,50.68717761318126
Chilton Cantelo Solar Farm,5.0,,,-2.6027332626064132,50.99449111351068
Beaford Brook Solar Park,5.2,,,-4.038694685509488,50.92170048826097
Halse Farm,8.2,,,-3.2126279268555487,51.05168501285785
STRETE FARM SOLAR FARM,4.8,,,-3.3587280985296024,50.745886481865796
Tregassow Farm - Solar Modules,6.0,,,-5.015262547196246,50.30687541797729
Higher Hatherleigh Solar Farm extension,1.5,,,-2.4106873753334757,51.04381089956613
Pont Andrew Solar Farm,1.5,,,-4.137655844655777,51.77529219658087
Lake Farm,5.0,,,-2.0907016120171202,51.49820380838654
Parkhouse Corner (Orta Solar),6.6,,,-1.6751927443160362,51.195528951571134
Sandhill Solar Park,2.0,,,-3.197347192884682,51.0605295090275
Mingay Farm,5.0,,,0.16618742850856347,52.34495404363305
Jordanston Solar Farm,5.0,,,-4.7959095304864165,51.67538596964935
Rodbourne Rail Farm - Solar Park,7.6,,,-2.099424920169804,51.56116470961568
Knockworthy Farm,3.5,,,-4.1224685812657205,50.985285425256365
"Raglington Farm, Botley Road, Shedfield, Southampton, Hampshire",5.8,,,-1.232284368614037,50.91793375764269
Stables Farm,1.5,,,-1.4219743043410873,50.697131659096094
Luson Farm,1.9,,,-3.9413302784879396,50.36167928216457
Marston Solar Farm,4.9,,,-0.690678712048592,52.969190273732664
Tredown Solar Farm,1.2,,,-4.270777508540067,50.61021295027377
